city,hotel_description,hotel_facilities,property_name
Faridabad,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,blackresidency
Thrissur,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Room Service|Public Restrooms,BINI TOURIST HOME
Goa,"The standard check-in time is 01:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion",Swimming Pool|Doctor on Call|Lift / Elevator|Parking Facilities Available|Room Service,Casa Melhor  2BHK in SIolim
Kalimpong,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,Chukey's Homestay
Goa,"The standard check-in time is 01:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion.",Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,Casa Melhor  2BHK in Arpora
Alibag,"The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly If you damage, break anything, you pay for the loss.","Barbecue Area|Doctor on Call|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Local Tour / Travel Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Translation Services|Multi Lingual Staff|Porter / Bellhop|Suitable For Children|Grocery|Picnic Area|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Camel Ride|Veranda|Transfers Available| Bike on Rent|Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Self Check - In|Campfire / Bon Fire|Internet Access Free|Newspapers In Lobby|Children's Park| Cook Services|Baggage Room|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Fishing|Trekking|Paid Transfers|Porter Services Available",Birje Home Stay
Nainital,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion",Doctor on Call|Front Desk|24 Hour Front Desk|Luggage Storage|Wake-up Call / Service|Parking Facility|Room Service|First-Aid Kit at Front Desk,Cedar LodgeCedar Lodge
Goa,The standard check-in time is 11:00 AM and the standard check-out time is 10:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Photo identity is mandatory for all the guest who crossed their minority Pancard is not valid as photo identity Pets not allowed We would like our guest to have the best time at our guest house with regard to your neighbour. Please throw garbage only in bins. No loaud music after 10pm.,Laundry Service Available|Parking Facilities Available|Room Service,Chill Inn
Bangalore,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates , extra supplement will be charged over and above the paid rates as per actual and hotel discretion",Swimming Pool|Health Club / Gym Facility Available|Lift / Elevator|Parking Facilities Available|Locker Facility|Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Parking (Surcharge)|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Room Service|Porter Services Available|Suites,Chalet Riviera
Alleppey,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances. Customer Government approved Photo ID card is must to carry at the time of check in.,Doctor on Call|Front Desk|Luggage Storage|Parking Facility|Room Service,Chembil Residency
Mysore,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Dry Cleaning|Front Desk|Medical Assistance Available|Room Service|First-Aid Kit at Front Desk,Blue Diamond Lodge
Bankura,The standard check-in time is 12:00 PM and the standard check-out time is 10:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Multi Cuisine Restaurant |Luggage Storage|Doorman|Power Backup|Parking Facility|Room Service|Porter Services Available,CHARULATA ECO RESORT
Rishikesh,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Library|Welcome Drinks|Power Backup|Gardens|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Campfire / Bon Fire|Trekking|CCTV|First-Aid Kit at Front Desk,Camp AquaForest
Goa,"The standard check-in time is 01:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Photo ids are compulsory at the time of Ch-in, Hotel may reject confirm booking if fail to produce same","Swimming Pool|Airport Transfer Available / Surcharge|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Night Club|Non Smoking Rooms|Parking Facilities Available|Local Tour / Travel Desk|Doorman|Air-Conditioning - Central|Suitable For Children|Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Car Rental|Parking Facility",Casa Melhor Calangute
Goa,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup| Bike on Rent|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking (Surcharge)|Guide / Sightseeing Service|Outdoor Parking - Non Secured|Internet Access|Full Time Operation for All 7 Days|Paid Transfers,Casa Paradiso
